n,marathon,year,gender,subgroup,avg_chip_seconds,high_temp,low_temp,avg_temp,precipitation,dew_point,wind_speed,visibility,sea_level_pressure,aqi,main_pollutant,co,ozone,pm10,pm25,no2
3094,Chicago,2011,female,competitive,15999.796380090484,79,57,68.04,0,50,12,10,29.67,85,PM2.5,16,77,33,85,56
3094,Chicago,2011,female,average,17515.75662572721,79,57,68.04,0,50,12,10,29.67,85,PM2.5,16,77,33,85,56
3094,Chicago,2011,female,recreational,19307.389786683885,79,57,68.04,0,50,12,10,29.67,85,PM2.5,16,77,33,85,56
3094,Chicago,2011,female,slow,22241.568519715587,79,57,68.04,0,50,12,10,29.67,85,PM2.5,16,77,33,85,56
4057,Chicago,2011,male,elite,11993.269903869861,79,57,68.04,0,50,12,10,29.67,85,PM2.5,16,77,33,85,56
4057,Chicago,2011,male,competitive,14229.888834113894,79,57,68.04,0,50,12,10,29.67,85,PM2.5,16,77,33,85,56
4056,Chicago,2011,male,average,15933.006410256407,79,57,68.04,0,50,12,10,29.67,85,PM2.5,16,77,33,85,56
4056,Chicago,2011,male,recreational,17754.351824457564,79,57,68.04,0,50,12,10,29.67,85,PM2.5,16,77,33,85,56
4056,Chicago,2011,male,slow,20983.57914201183,79,57,68.04,0,50,12,10,29.67,85,PM2.5,16,77,33,85,56
3359,Chicago,2012,female,elite,13347.777910092302,50,39,44.91,0,23.74,14,10,29.52,51,PM2.5,7,32,16,51,39
3358,Chicago,2012,female,competitive,15433.380583680746,50,39,44.91,0,23.74,14,10,29.52,51,PM2.5,7,32,16,51,39
3358,Chicago,2012,female,average,16965.042287075637,50,39,44.91,0,23.74,14,10,29.52,51,PM2.5,7,32,16,51,39
3358,Chicago,2012,female,recreational,18654.5035735557,50,39,44.91,0,23.74,14,10,29.52,51,PM2.5,7,32,16,51,39
3358,Chicago,2012,female,slow,21957.70399047047,50,39,44.91,0,23.74,14,10,29.52,51,PM2.5,7,32,16,51,39
4136,Chicago,2012,male,elite,11665.00507736944,50,39,44.91,0,23.74,14,10,29.52,51,PM2.5,7,32,16,51,39
4136,Chicago,2012,male,competitive,13659.757011605407,50,39,44.91,0,23.74,14,10,29.52,51,PM2.5,7,32,16,51,39
4136,Chicago,2012,male,average,15173.473887814303,50,39,44.91,0,23.74,14,10,29.52,51,PM2.5,7,32,16,51,39
4136,Chicago,2012,male,recreational,16990.390957446813,50,39,44.91,0,23.74,14,10,29.52,51,PM2.5,7,32,16,51,39
4135,Chicago,2012,male,slow,20405.165417170534,50,39,44.91,0,23.74,14,10,29.52,51,PM2.5,7,32,16,51,39
3479,Chicago,2013,female,elite,13345.664271342343,64,47,55.7,0,39.13,9,10,29.73,60,PM2.5,7,32,28,60,33
3479,Chicago,2013,female,competitive,15378.142857142866,64,47,55.7,0,39.13,9,10,29.73,60,PM2.5,7,32,28,60,33
3478,Chicago,2013,female,average,16929.93674525587,64,47,55.7,0,39.13,9,10,29.73,60,PM2.5,7,32,28,60,33
3478,Chicago,2013,female,recreational,18678.240368027615,64,47,55.7,0,39.13,9,10,29.73,60,PM2.5,7,32,28,60,33
3478,Chicago,2013,female,slow,21654.94537090284,64,47,55.7,0,39.13,9,10,29.73,60,PM2.5,7,32,28,60,33
4297,Chicago,2013,male,elite,11702.646962997416,64,47,55.7,0,39.13,9,10,29.73,60,PM2.5,7,32,28,60,33
4296,Chicago,2013,male,competitive,13743.09869646182,64,47,55.7,0,39.13,9,10,29.73,60,PM2.5,7,32,28,60,33
4296,Chicago,2013,male,average,15247.323324022345,64,47,55.7,0,39.13,9,10,29.73,60,PM2.5,7,32,28,60,33
4296,Chicago,2013,male,recreational,17095.754888268144,64,47,55.7,0,39.13,9,10,29.73,60,PM2.5,7,32,28,60,33
4296,Chicago,2013,male,slow,20492.00907821231,64,47,55.7,0,39.13,9,10,29.73,60,PM2.5,7,32,28,60,33
3681,Chicago,2014,female,elite,13217.56316218418,64,45,55.48,0,43.76,18,10,29.48,53,PM2.5,9,40,14,53,38
3681,Chicago,2014,female,competitive,15357.737299646837,64,45,55.48,0,43.76,18,10,29.48,53,PM2.5,9,40,14,53,38
3681,Chicago,2014,female,average,16976.38494974193,64,45,55.48,0,43.76,18,10,29.48,53,PM2.5,9,40,14,53,38
3681,Chicago,2014,female,recreational,18800.580005433316,64,45,55.48,0,43.76,18,10,29.48,53,PM2.5,9,40,14,53,38
3681,Chicago,2014,female,slow,22102.767997826737,64,45,55.48,0,43.76,18,10,29.48,53,PM2.5,9,40,14,53,38
4440,Chicago,2014,male,elite,11591.368243243214,64,45,55.48,0,43.76,18,10,29.48,53,PM2.5,9,40,14,53,38
4440,Chicago,2014,male,competitive,13666.989864864876,64,45,55.48,0,43.76,18,10,29.48,53,PM2.5,9,40,14,53,38
4440,Chicago,2014,male,average,15209.078378378379,64,45,55.48,0,43.76,18,10,29.48,53,PM2.5,9,40,14,53,38
4440,Chicago,2014,male,recreational,17091.961936936932,64,45,55.48,0,43.76,18,10,29.48,53,PM2.5,9,40,14,53,38
4440,Chicago,2014,male,slow,20621.392117117164,64,45,55.48,0,43.76,18,10,29.48,53,PM2.5,9,40,14,53,38
3451,Chicago,2015,female,elite,13223.6354679803,79,53,65.67,0,45.96,18,10,29.27,51,PM2.5,8,47,30,51,20
3451,Chicago,2015,female,competitive,15409.438133874257,79,53,65.67,0,45.96,18,10,29.27,51,PM2.5,8,47,30,51,20
3451,Chicago,2015,female,average,17071.51666183715,79,53,65.67,0,45.96,18,10,29.27,51,PM2.5,8,47,30,51,20
3451,Chicago,2015,female,recreational,18894.96754563895,79,53,65.67,0,45.96,18,10,29.27,51,PM2.5,8,47,30,51,20
3451,Chicago,2015,female,slow,21808.26977687623,79,53,65.67,0,45.96,18,10,29.27,51,PM2.5,8,47,30,51,20
4038,Chicago,2015,male,elite,11615.517830609204,79,53,65.67,0,45.96,18,10,29.27,51,PM2.5,8,47,30,51,20
4038,Chicago,2015,male,competitive,13755.11193660228,79,53,65.67,0,45.96,18,10,29.27,51,PM2.5,8,47,30,51,20
4037,Chicago,2015,male,average,15450.459499628458,79,53,65.67,0,45.96,18,10,29.27,51,PM2.5,8,47,30,51,20
4037,Chicago,2015,male,recreational,17407.852861035422,79,53,65.67,0,45.96,18,10,29.27,51,PM2.5,8,47,30,51,20
4037,Chicago,2015,male,slow,20630.65073074059,79,53,65.67,0,45.96,18,10,29.27,51,PM2.5,8,47,30,51,20
3705,Chicago,2016,female,elite,13219.06936572201,63,50,57.17,0,44.67,14,10,29.69,67,PM2.5,5,37,24,67,27
3705,Chicago,2016,female,competitive,15373.575438596486,63,50,57.17,0,44.67,14,10,29.69,67,PM2.5,5,37,24,67,27
3705,Chicago,2016,female,average,17056.39946018894,63,50,57.17,0,44.67,14,10,29.69,67,PM2.5,5,37,24,67,27
3705,Chicago,2016,female,recreational,18969.669905533054,63,50,57.17,0,44.67,14,10,29.69,67,PM2.5,5,37,24,67,27
3704,Chicago,2016,female,slow,22398.89389848817,63,50,57.17,0,44.67,14,10,29.69,67,PM2.5,5,37,24,67,27
4407,Chicago,2016,male,elite,11626.175629680061,63,50,57.17,0,44.67,14,10,29.69,67,PM2.5,5,37,24,67,27
4407,Chicago,2016,male,competitive,13672.067165872484,63,50,57.17,0,44.67,14,10,29.69,67,PM2.5,5,37,24,67,27
4406,Chicago,2016,male,average,15246.454153427137,63,50,57.17,0,44.67,14,10,29.69,67,PM2.5,5,37,24,67,27
4406,Chicago,2016,male,recreational,17202.810485701324,63,50,57.17,0,44.67,14,10,29.69,67,PM2.5,5,37,24,67,27
4406,Chicago,2016,male,slow,20835.63277349075,63,50,57.17,0,44.67,14,10,29.69,67,PM2.5,5,37,24,67,27
4305,Chicago,2017,female,elite,13564.0931475029,80,56,66.83,0.44,51.71,21,10,29.18,46,PM2.5,3,44,14,46,36
4305,Chicago,2017,female,competitive,16000.701974448324,80,56,66.83,0.44,51.71,21,10,29.18,46,PM2.5,3,44,14,46,36
4305,Chicago,2017,female,average,17849.466434378617,80,56,66.83,0.44,51.71,21,10,29.18,46,PM2.5,3,44,14,46,36
4305,Chicago,2017,female,recreational,19976.124041811865,80,56,66.83,0.44,51.71,21,10,29.18,46,PM2.5,3,44,14,46,36
4305,Chicago,2017,female,slow,23450.220209059175,80,56,66.83,0.44,51.71,21,10,29.18,46,PM2.5,3,44,14,46,36
4565,Chicago,2017,male,elite,11779.411829134748,80,56,66.83,0.44,51.71,21,10,29.18,46,PM2.5,3,44,14,46,36
4565,Chicago,2017,male,competitive,14087.666812705389,80,56,66.83,0.44,51.71,21,10,29.18,46,PM2.5,3,44,14,46,36
4565,Chicago,2017,male,average,16008.339320920062,80,56,66.83,0.44,51.71,21,10,29.18,46,PM2.5,3,44,14,46,36
4564,Chicago,2017,male,recreational,18159.956617002645,80,56,66.83,0.44,51.71,21,10,29.18,46,PM2.5,3,44,14,46,36
4564,Chicago,2017,male,slow,21779.972611744033,80,56,66.83,0.44,51.71,21,10,29.18,46,PM2.5,3,44,14,46,36
4128,Chicago,2018,female,elite,13134.489583333328,63,57,60.46,0.19,56.97,13,10,29.54,48,PM2.5,3,21,10,48,8
4128,Chicago,2018,female,competitive,15299.829457364336,63,57,60.46,0.19,56.97,13,10,29.54,48,PM2.5,3,21,10,48,8
4128,Chicago,2018,female,average,17011.83648255812,63,57,60.46,0.19,56.97,13,10,29.54,48,PM2.5,3,21,10,48,8
4128,Chicago,2018,female,recreational,18984.67417635659,63,57,60.46,0.19,56.97,13,10,29.54,48,PM2.5,3,21,10,48,8
4127,Chicago,2018,female,slow,22641.410467652026,63,57,60.46,0.19,56.97,13,10,29.54,48,PM2.5,3,21,10,48,8
4783,Chicago,2018,male,elite,11414.276604641416,63,57,60.46,0.19,56.97,13,10,29.54,48,PM2.5,3,21,10,48,8
4783,Chicago,2018,male,competitive,13479.782981392425,63,57,60.46,0.19,56.97,13,10,29.54,48,PM2.5,3,21,10,48,8
4782,Chicago,2018,male,average,15118.9851526558,63,57,60.46,0.19,56.97,13,10,29.54,48,PM2.5,3,21,10,48,8
4782,Chicago,2018,male,recreational,17132.65495608529,63,57,60.46,0.19,56.97,13,10,29.54,48,PM2.5,3,21,10,48,8
4782,Chicago,2018,male,slow,20833.515265579223,63,57,60.46,0.19,56.97,13,10,29.54,48,PM2.5,3,21,10,48,8
4259,Chicago,2019,female,elite,12844.483681615375,55,39,47.25,0,32.38,23,10,29.28,44,PM2.5,3,36,24,44,27
4259,Chicago,2019,female,competitive,15006.42498239022,55,39,47.25,0,32.38,23,10,29.28,44,PM2.5,3,36,24,44,27
4259,Chicago,2019,female,average,16785.389762855128,55,39,47.25,0,32.38,23,10,29.28,44,PM2.5,3,36,24,44,27
4259,Chicago,2019,female,recreational,18870.33082883304,55,39,47.25,0,32.38,23,10,29.28,44,PM2.5,3,36,24,44,27
4258,Chicago,2019,female,slow,22560.8612024424,55,39,47.25,0,32.38,23,10,29.28,44,PM2.5,3,36,24,44,27
4915,Chicago,2019,male,elite,11083.70071210582,55,39,47.25,0,32.38,23,10,29.28,44,PM2.5,3,36,24,44,27
4915,Chicago,2019,male,competitive,13146.768260427252,55,39,47.25,0,32.38,23,10,29.28,44,PM2.5,3,36,24,44,27
4914,Chicago,2019,male,average,14743.314814814803,55,39,47.25,0,32.38,23,10,29.28,44,PM2.5,3,36,24,44,27
4914,Chicago,2019,male,recreational,16813.48656898656,55,39,47.25,0,32.38,23,10,29.28,44,PM2.5,3,36,24,44,27
4914,Chicago,2019,male,slow,20686.610704110542,55,39,47.25,0,32.38,23,10,29.28,44,PM2.5,3,36,24,44,27
1486,NYC,1996,female,elite,13512.176985195154,49,37,42.43,0,22.17,18,10,30.26,36,NO2,34,27,19,NA,36
1486,NYC,1996,female,competitive,15432.945491251683,49,37,42.43,0,22.17,18,10,30.26,36,NO2,34,27,19,NA,36
1486,NYC,1996,female,average,16724.043741588157,49,37,42.43,0,22.17,18,10,30.26,36,NO2,34,27,19,NA,36
1485,NYC,1996,female,recreational,18151.69090909091,49,37,42.43,0,22.17,18,10,30.26,36,NO2,34,27,19,NA,36
1485,NYC,1996,female,slow,21917.678114478113,49,37,42.43,0,22.17,18,10,30.26,36,NO2,34,27,19,NA,36
4151,NYC,1996,male,elite,11817.19079739822,49,37,42.43,0,22.17,18,10,30.26,36,NO2,34,27,19,NA,36
4151,NYC,1996,male,competitive,13735.01108166707,49,37,42.43,0,22.17,18,10,30.26,36,NO2,34,27,19,NA,36
4151,NYC,1996,male,average,14982.243314863894,49,37,42.43,0,22.17,18,10,30.26,36,NO2,34,27,19,NA,36
4151,NYC,1996,male,recreational,16515.925801011806,49,37,42.43,0,22.17,18,10,30.26,36,NO2,34,27,19,NA,36
4150,NYC,1996,male,slow,19592.84,49,37,42.43,0,22.17,18,10,30.26,36,NO2,34,27,19,NA,36
1683,NYC,1997,female,elite,13733.851455733811,63,51,58.84,0,56.11,20,10,29.7,40,NO2,33,31,18,NA,40
1682,NYC,1997,female,competitive,15668.769322235436,63,51,58.84,0,56.11,20,10,29.7,40,NO2,33,31,18,NA,40
1682,NYC,1997,female,average,16985.092746730086,63,51,58.84,0,56.11,20,10,29.7,40,NO2,33,31,18,NA,40
1682,NYC,1997,female,recreational,18404.104042806182,63,51,58.84,0,56.11,20,10,29.7,40,NO2,33,31,18,NA,40
1682,NYC,1997,female,slow,22103.022592152196,63,51,58.84,0,56.11,20,10,29.7,40,NO2,33,31,18,NA,40
4404,NYC,1997,male,elite,11902.908946412359,63,51,58.84,0,56.11,20,10,29.7,40,NO2,33,31,18,NA,40
4404,NYC,1997,male,competitive,13830.085831062674,63,51,58.84,0,56.11,20,10,29.7,40,NO2,33,31,18,NA,40
4404,NYC,1997,male,average,15150.020435967303,63,51,58.84,0,56.11,20,10,29.7,40,NO2,33,31,18,NA,40
4403,NYC,1997,male,recreational,16687.87826481944,63,51,58.84,0,56.11,20,10,29.7,40,NO2,33,31,18,NA,40
4403,NYC,1997,male,slow,19896.241880536,63,51,58.84,0,56.11,20,10,29.7,40,NO2,33,31,18,NA,40
1792,NYC,1998,female,elite,13515.346540178572,57,47,51.64,0,37.23,20,10,29.98,33,NO2,28,31,22,NA,33
1792,NYC,1998,female,competitive,15542.078125,57,47,51.64,0,37.23,20,10,29.98,33,NO2,28,31,22,NA,33
1792,NYC,1998,female,average,16906.88504464286,57,47,51.64,0,37.23,20,10,29.98,33,NO2,28,31,22,NA,33
1791,NYC,1998,female,recreational,18344.60078168621,57,47,51.64,0,37.23,20,10,29.98,33,NO2,28,31,22,NA,33
1791,NYC,1998,female,slow,22081.56560580681,57,47,51.64,0,37.23,20,10,29.98,33,NO2,28,31,22,NA,33
4517,NYC,1998,male,elite,11757.097852557004,57,47,51.64,0,37.23,20,10,29.98,33,NO2,28,31,22,NA,33
4517,NYC,1998,male,competitive,13742.891520920964,57,47,51.64,0,37.23,20,10,29.98,33,NO2,28,31,22,NA,33
4516,NYC,1998,male,average,15044.05248007086,57,47,51.64,0,37.23,20,10,29.98,33,NO2,28,31,22,NA,33
4516,NYC,1998,male,recreational,16590.641275465012,57,47,51.64,0,37.23,20,10,29.98,33,NO2,28,31,22,NA,33
4516,NYC,1998,male,slow,19851.126217891946,57,47,51.64,0,37.23,20,10,29.98,33,NO2,28,31,22,NA,33
1834,NYC,1999,female,elite,13659.850054525628,51,40,46.3,0,25.22,21,10,30.2,38,NO2,26,36,NA,29,38
1834,NYC,1999,female,competitive,15645.949291166848,51,40,46.3,0,25.22,21,10,30.2,38,NO2,26,36,NA,29,38
1834,NYC,1999,female,average,17029.7066521265,51,40,46.3,0,25.22,21,10,30.2,38,NO2,26,36,NA,29,38
1834,NYC,1999,female,recreational,18470.547437295532,51,40,46.3,0,25.22,21,10,30.2,38,NO2,26,36,NA,29,38
1833,NYC,1999,female,slow,22341.64102564103,51,40,46.3,0,25.22,21,10,30.2,38,NO2,26,36,NA,29,38
4524,NYC,1999,male,elite,11943.691202475682,51,40,46.3,0,25.22,21,10,30.2,38,NO2,26,36,NA,29,38
4524,NYC,1999,male,competitive,13877.51127320955,51,40,46.3,0,25.22,21,10,30.2,38,NO2,26,36,NA,29,38
4523,NYC,1999,male,average,15219.49613088658,51,40,46.3,0,25.22,21,10,30.2,38,NO2,26,36,NA,29,38
4523,NYC,1999,male,recreational,16762.475569312403,51,40,46.3,0,25.22,21,10,30.2,38,NO2,26,36,NA,29,38
4523,NYC,1999,male,slow,20014.593853636954,51,40,46.3,0,25.22,21,10,30.2,38,NO2,26,36,NA,29,38
1669,NYC,2000,female,elite,13554.397243858595,51,45,48.09,0,31.13,16,10,29.76,55,PM2.5,22,31,10,55,27
1668,NYC,2000,female,competitive,15594.765587529975,51,45,48.09,0,31.13,16,10,29.76,55,PM2.5,22,31,10,55,27
1668,NYC,2000,female,average,16997.835131894484,51,45,48.09,0,31.13,16,10,29.76,55,PM2.5,22,31,10,55,27
1668,NYC,2000,female,recreational,18505.647482014385,51,45,48.09,0,31.13,16,10,29.76,55,PM2.5,22,31,10,55,27
1668,NYC,2000,female,slow,22340.982014388494,51,45,48.09,0,31.13,16,10,29.76,55,PM2.5,22,31,10,55,27
4205,NYC,2000,male,elite,11924.14696789536,51,45,48.09,0,31.13,16,10,29.76,55,PM2.5,22,31,10,55,27
4205,NYC,2000,male,competitive,13846.07419738407,51,45,48.09,0,31.13,16,10,29.76,55,PM2.5,22,31,10,55,27
4205,NYC,2000,male,average,15135.691795481567,51,45,48.09,0,31.13,16,10,29.76,55,PM2.5,22,31,10,55,27
4205,NYC,2000,male,recreational,16699.843043995246,51,45,48.09,0,31.13,16,10,29.76,55,PM2.5,22,31,10,55,27
4204,NYC,2000,male,slow,20072.640104662216,51,45,48.09,0,31.13,16,10,29.76,55,PM2.5,22,31,10,55,27
1373,NYC,2001,female,elite,13321.317552804077,61,48,54.43,0,39.87,12,10,30.01,52,PM2.5,19,39,17,52,51
1372,NYC,2001,female,competitive,15504.052478134112,61,48,54.43,0,39.87,12,10,30.01,52,PM2.5,19,39,17,52,51
1372,NYC,2001,female,average,16857.305393586004,61,48,54.43,0,39.87,12,10,30.01,52,PM2.5,19,39,17,52,51
1372,NYC,2001,female,recreational,18313.706268221573,61,48,54.43,0,39.87,12,10,30.01,52,PM2.5,19,39,17,52,51
1372,NYC,2001,female,slow,21833.192419825074,61,48,54.43,0,39.87,12,10,30.01,52,PM2.5,19,39,17,52,51
3361,NYC,2001,male,elite,11950.367152633145,61,48,54.43,0,39.87,12,10,30.01,52,PM2.5,19,39,17,52,51
3361,NYC,2001,male,competitive,14031.763760785478,61,48,54.43,0,39.87,12,10,30.01,52,PM2.5,19,39,17,52,51
3361,NYC,2001,male,average,15459.319547753645,61,48,54.43,0,39.87,12,10,30.01,52,PM2.5,19,39,17,52,51
3360,NYC,2001,male,recreational,16986.160416666673,61,48,54.43,0,39.87,12,10,30.01,52,PM2.5,19,39,17,52,51
3360,NYC,2001,male,slow,20132.756547619054,61,48,54.43,0,39.87,12,10,30.01,52,PM2.5,19,39,17,52,51
2044,NYC,2002,female,elite,13618.658512720158,46,37,41.3,0,21.13,13,10,29.98,52,PM2.5,17,31,12,52,44
2044,NYC,2002,female,competitive,15672.623287671235,46,37,41.3,0,21.13,13,10,29.98,52,PM2.5,17,31,12,52,44
2044,NYC,2002,female,average,17012.359589041094,46,37,41.3,0,21.13,13,10,29.98,52,PM2.5,17,31,12,52,44
2043,NYC,2002,female,recreational,18585.233480176208,46,37,41.3,0,21.13,13,10,29.98,52,PM2.5,17,31,12,52,44
2043,NYC,2002,female,slow,22272.234459128733,46,37,41.3,0,21.13,13,10,29.98,52,PM2.5,17,31,12,52,44
4324,NYC,2002,male,elite,12117.64777983349,46,37,41.3,0,21.13,13,10,29.98,52,PM2.5,17,31,12,52,44
4324,NYC,2002,male,competitive,14099.370952821462,46,37,41.3,0,21.13,13,10,29.98,52,PM2.5,17,31,12,52,44
4324,NYC,2002,male,average,15504.810592044401,46,37,41.3,0,21.13,13,10,29.98,52,PM2.5,17,31,12,52,44
4323,NYC,2002,male,recreational,17073.751792736526,46,37,41.3,0,21.13,13,10,29.98,52,PM2.5,17,31,12,52,44
4323,NYC,2002,male,slow,20336.885496183222,46,37,41.3,0,21.13,13,10,29.98,52,PM2.5,17,31,12,52,44
2344,NYC,2003,female,elite,13909.498293515362,67,57,62.26,0,54.3,6,10,30.08,86,PM2.5,24,37,NA,86,46
2344,NYC,2003,female,competitive,16155.697525597272,67,57,62.26,0,54.3,6,10,30.08,86,PM2.5,24,37,NA,86,46
2344,NYC,2003,female,average,17623.25682593857,67,57,62.26,0,54.3,6,10,30.08,86,PM2.5,24,37,NA,86,46
2344,NYC,2003,female,recreational,19226.74872013652,67,57,62.26,0,54.3,6,10,30.08,86,PM2.5,24,37,NA,86,46
2344,NYC,2003,female,slow,22644.823805460743,67,57,62.26,0,54.3,6,10,30.08,86,PM2.5,24,37,NA,86,46
4602,NYC,2003,male,elite,12474.063233376797,67,57,62.26,0,54.3,6,10,30.08,86,PM2.5,24,37,NA,86,46
4602,NYC,2003,male,competitive,14603.718383311605,67,57,62.26,0,54.3,6,10,30.08,86,PM2.5,24,37,NA,86,46
4602,NYC,2003,male,average,16125.485875706212,67,57,62.26,0,54.3,6,10,30.08,86,PM2.5,24,37,NA,86,46
4602,NYC,2003,male,recreational,17742.159495871358,67,57,62.26,0,54.3,6,10,30.08,86,PM2.5,24,37,NA,86,46
4601,NYC,2003,male,slow,20929.363181916957,67,57,62.26,0,54.3,6,10,30.08,86,PM2.5,24,37,NA,86,46
2400,NYC,2004,female,elite,13922.40625,67,50,58.35,0,43.43,15,10,29.72,58,PM2.5,15,44,NA,58,48
2400,NYC,2004,female,competitive,16253.76625,67,50,58.35,0,43.43,15,10,29.72,58,PM2.5,15,44,NA,58,48
2400,NYC,2004,female,average,17818.68875,67,50,58.35,0,43.43,15,10,29.72,58,PM2.5,15,44,NA,58,48
2399,NYC,2004,female,recreational,19533.821175489793,67,50,58.35,0,43.43,15,10,29.72,58,PM2.5,15,44,NA,58,48
2399,NYC,2004,female,slow,23099.15214672782,67,50,58.35,0,43.43,15,10,29.72,58,PM2.5,15,44,NA,58,48
4913,NYC,2004,male,elite,12519.652961530644,67,50,58.35,0,43.43,15,10,29.72,58,PM2.5,15,44,NA,58,48
4913,NYC,2004,male,competitive,14740.889273356403,67,50,58.35,0,43.43,15,10,29.72,58,PM2.5,15,44,NA,58,48
4913,NYC,2004,male,average,16301.221453287199,67,50,58.35,0,43.43,15,10,29.72,58,PM2.5,15,44,NA,58,48
4913,NYC,2004,male,recreational,17979.87237940159,67,50,58.35,0,43.43,15,10,29.72,58,PM2.5,15,44,NA,58,48
4912,NYC,2004,male,slow,21269.17874592834,67,50,58.35,0,43.43,15,10,29.72,58,PM2.5,15,44,NA,58,48
2415,NYC,2005,female,elite,13824.173498964798,68,53,58.41,0,53.76,9,10,29.9,119,PM2.5,27,50,42,119,63
2415,NYC,2005,female,competitive,16074.329606625262,68,53,58.41,0,53.76,9,10,29.9,119,PM2.5,27,50,42,119,63
2415,NYC,2005,female,average,17568.605383022776,68,53,58.41,0,53.76,9,10,29.9,119,PM2.5,27,50,42,119,63
2415,NYC,2005,female,recreational,19184.526293995863,68,53,58.41,0,53.76,9,10,29.9,119,PM2.5,27,50,42,119,63
2414,NYC,2005,female,slow,22748.84175642086,68,53,58.41,0,53.76,9,10,29.9,119,PM2.5,27,50,42,119,63
4957,NYC,2005,male,elite,12369.33851119628,68,53,58.41,0,53.76,9,10,29.9,119,PM2.5,27,50,42,119,63
4957,NYC,2005,male,competitive,14648.295339923341,68,53,58.41,0,53.76,9,10,29.9,119,PM2.5,27,50,42,119,63
4957,NYC,2005,male,average,16256.911438369985,68,53,58.41,0,53.76,9,10,29.9,119,PM2.5,27,50,42,119,63
4957,NYC,2005,male,recreational,17954.624773048214,68,53,58.41,0,53.76,9,10,29.9,119,PM2.5,27,50,42,119,63
4956,NYC,2005,male,slow,21192.02824858756,68,53,58.41,0,53.76,9,10,29.9,119,PM2.5,27,50,42,119,63
2471,NYC,2006,female,elite,13382.352893565363,49,38,43.48,0,24.7,6,10,30.39,70,PM2.5,18,29,NA,70,39
2471,NYC,2006,female,competitive,15367.036017806553,49,38,43.48,0,24.7,6,10,30.39,70,PM2.5,18,29,NA,70,39
2471,NYC,2006,female,average,16737.447187373535,49,38,43.48,0,24.7,6,10,30.39,70,PM2.5,18,29,NA,70,39
2471,NYC,2006,female,recreational,18257.47065965196,49,38,43.48,0,24.7,6,10,30.39,70,PM2.5,18,29,NA,70,39
2471,NYC,2006,female,slow,21796.961958721167,49,38,43.48,0,24.7,6,10,30.39,70,PM2.5,18,29,NA,70,39
5105,NYC,2006,male,elite,11867.776885406463,49,38,43.48,0,24.7,6,10,30.39,70,PM2.5,18,29,NA,70,39
5105,NYC,2006,male,competitive,13861.257786483839,49,38,43.48,0,24.7,6,10,30.39,70,PM2.5,18,29,NA,70,39
5105,NYC,2006,male,average,15209.158863858964,49,38,43.48,0,24.7,6,10,30.39,70,PM2.5,18,29,NA,70,39
5104,NYC,2006,male,recreational,16744.738244514116,49,38,43.48,0,24.7,6,10,30.39,70,PM2.5,18,29,NA,70,39
5104,NYC,2006,male,slow,19895.753722570553,49,38,43.48,0,24.7,6,10,30.39,70,PM2.5,18,29,NA,70,39
2502,NYC,2007,female,elite,13300.772581934452,56,46,50.54,0,30.92,10,10,29.75,61,PM2.5,13,34,NA,61,40
2502,NYC,2007,female,competitive,15341.142286171065,56,46,50.54,0,30.92,10,10,29.75,61,PM2.5,13,34,NA,61,40
2502,NYC,2007,female,average,16736.52837729816,56,46,50.54,0,30.92,10,10,29.75,61,PM2.5,13,34,NA,61,40
2502,NYC,2007,female,recreational,18261.828936850514,56,46,50.54,0,30.92,10,10,29.75,61,PM2.5,13,34,NA,61,40
2501,NYC,2007,female,slow,21727.58456617353,56,46,50.54,0,30.92,10,10,29.75,61,PM2.5,13,34,NA,61,40
5220,NYC,2007,male,elite,11972.79597701149,56,46,50.54,0,30.92,10,10,29.75,61,PM2.5,13,34,NA,61,40
5219,NYC,2007,male,competitive,13978.909369611036,56,46,50.54,0,30.92,10,10,29.75,61,PM2.5,13,34,NA,61,40
5219,NYC,2007,male,average,15353.686338378997,56,46,50.54,0,30.92,10,10,29.75,61,PM2.5,13,34,NA,61,40
5219,NYC,2007,male,recreational,16919.34604330331,56,46,50.54,0,30.92,10,10,29.75,61,PM2.5,13,34,NA,61,40
5219,NYC,2007,male,slow,20115.56006897875,56,46,50.54,0,30.92,10,10,29.75,61,PM2.5,13,34,NA,61,40
2577,NYC,2008,female,elite,13158.279006596818,51,38,44.29,0,25.54,15,10,30.39,52,PM2.5,9,31,10,52,37
2577,NYC,2008,female,competitive,15138.419091967406,51,38,44.29,0,25.54,15,10,30.39,52,PM2.5,9,31,10,52,37
2577,NYC,2008,female,average,16577.036088474975,51,38,44.29,0,25.54,15,10,30.39,52,PM2.5,9,31,10,52,37
2577,NYC,2008,female,recreational,18155.83081102056,51,38,44.29,0,25.54,15,10,30.39,52,PM2.5,9,31,10,52,37
2576,NYC,2008,female,slow,21833.123447204976,51,38,44.29,0,25.54,15,10,30.39,52,PM2.5,9,31,10,52,37
5044,NYC,2008,male,elite,11741.122720063448,51,38,44.29,0,25.54,15,10,30.39,52,PM2.5,9,31,10,52,37
5044,NYC,2008,male,competitive,13692.160586835844,51,38,44.29,0,25.54,15,10,30.39,52,PM2.5,9,31,10,52,37
5043,NYC,2008,male,average,14998.467578822127,51,38,44.29,0,25.54,15,10,30.39,52,PM2.5,9,31,10,52,37
5043,NYC,2008,male,recreational,16587.66369224668,51,38,44.29,0,25.54,15,10,30.39,52,PM2.5,9,31,10,52,37
